StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,timer_First Click,timer_Last Click,timer_Page Submit,timer_Click Count,age_guess_2,impressions_1,impressions_2,impressions_3,impressions_4,impressions_5,impressions_6,impressions_7,impressions_8,free,associate_1,associate_2,associate_3,judge_1,judge_2,age,gen,race_1,race_2,race_3,race_4,race_5,race_6,race_6_TEXT,id,BEARD,GLASSES
4/28/19 12:04,4/28/19 12:05,0,137.45.78.200,100,58,1,4/28/19 12:05,R_2moLFAsEtHdedJ7,,,,,37.13870239,-80.54799652,anonymous,EN,0,0,11.616,0,26,3,5,6,7,2,6,7,3,none,5,5,5,6,6,20,2,1,,,,,,,,1,0
4/28/19 12:03,4/28/19 12:06,0,68.192.14.157,100,135,1,4/28/19 12:06,R_1djlby0Dhym1COq,,,,,41.13519287,-73.56839752,anonymous,EN,5.772,10.835,10.884,2,24,7,7,7,7,7,7,7,7,He looks like such a nice and funny guy.,7,7,7,6,7,27,2,1,,,,,,,,0,1
4/28/19 12:03,4/28/19 12:06,0,204.44.112.69,100,141,1,4/28/19 12:06,R_1PeeSr80Lx1HWw9,,,,,32.81370544,-96.87039948,anonymous,EN,2.07,10.502,13.47,13,93,7,7,7,7,7,7,7,7,yes,6,7,7,7,7,30,1,1,,,,,,,,0,0
4/28/19 12:04,4/28/19 12:06,0,71.187.159.212,100,79,1,4/28/19 12:06,R_22SvrIUYM5Q1gof,,,,,40.61289978,-74.41600037,anonymous,EN,0,0,11.629,0,21,6,6,6,7,5,5,7,5,he looked nice and friendly,6,6,5,5,5,52,2,1,,,,,,,,0,1
4/28/19 12:04,4/28/19 12:06,0,63.227.139.232,100,115,1,4/28/19 12:06,R_10V5JhCdkEY3hXh,,,,,38.38699341,-104.7791977,anonymous,EN,3.004,10.988,11.9,2,23,7,7,7,7,7,7,7,7,Person looks Very happy,6,6,6,6,6,57,2,1,,,,,,,,0,0
4/28/19 12:04,4/28/19 12:06,0,206.128.229.245,100,127,1,4/28/19 12:06,R_2uIpEVWwLfflGZF,,,,,28.90390015,-81.99690247,anonymous,EN,0,0,15.111,0,28,5,6,5,6,6,5,5,5,He seemed to be a happy person who is capable of having good times.,5,6,4,5,5,46,1,1,,,,,,,,1,1
4/28/19 12:05,4/28/19 12:07,0,66.67.2.26,100,116,1,4/28/19 12:07,R_339lMIQvOsyuYrx,,,,,42.86369324,-76.99130249,anonymous,EN,0,0,15.009,0,25,5,6,6,7,5,5,6,6,He seems like he would be pretty welcoming and fun to hang out with,7,7,6,6,6,22,2,1,,,,,,,,0,1
4/28/19 12:03,4/28/19 12:07,0,146.71.77.186,100,193,1,4/28/19 12:07,R_puAoifvnjKPr3TH,,,,,34.19790649,-118.5371017,anonymous,EN,0,0,15.006,0,29,6,6,5,5,6,6,5,5,it was good impression,5,5,6,6,5,23,2,,,,1,,,,,1,0
4/28/19 12:05,4/28/19 12:07,0,98.170.209.125,100,86,1,4/28/19 12:07,R_1rOBOUxjzyuoO6W,,,,,30.51789856,-87.22530365,anonymous,EN,8.256,11.629,12.856,2,23,4,5,6,6,5,5,5,6,His nose is big,6,6,5,5,5,31,2,1,,,,,,,,0,0
4/28/19 12:05,4/28/19 12:07,0,73.155.33.211,100,95,1,4/28/19 12:07,R_1OOn8TLngbnzP9A,,,,,29.69180298,-95.65260315,anonymous,EN,3.151,11.726,12.182,15,27,6,4,4,6,4,4,4,4,friendly ,4,4,4,4,4,38,2,,1,,,,,,,1,0
4/28/19 12:05,4/28/19 12:07,0,69.92.26.251,100,97,1,4/28/19 12:07,R_2dgof8X511JcQkV,,,,,42.55819702,-114.4658966,anonymous,EN,0,0,11.421,0,27,5,7,7,7,5,5,7,7,He seems wise and appoarcable. ,7,7,7,6,6,28,2,1,,,,,,,,0,1
4/28/19 12:05,4/28/19 12:07,0,162.154.129.113,100,93,1,4/28/19 12:07,R_1CcZSGEPiUN1oUh,,,,,41.10749817,-81.50060272,anonymous,EN,0,0,14.333,0,25,6,5,5,6,4,5,5,5,I thought he looked very happy and he was attractive. ,6,6,5,5,7,25,2,1,,,,,,,,1,0
4/28/19 12:01,4/28/19 12:07,0,69.207.210.156,100,361,1,4/28/19 12:07,R_3oXGzpnEkG7i5rd,,,,,42.4624939,-75.04910278,anonymous,EN,0,0,15.009,0,23,3,4,5,6,5,4,5,4,"they looked happy,a friendly person with a positive attitude",5,5,4,5,4,38,2,1,,,,,,,,0,0
4/28/19 12:06,4/28/19 12:07,0,98.25.37.174,100,81,1,4/28/19 12:07,R_3fpj4KFEoj33exr,,,,,34.02470398,-80.95320129,anonymous,EN,0,0,11.187,0,23,5,5,7,7,4,4,6,6,He just seemed really happy,6,6,4,5,4,37,2,1,,,,,,,,1,0
4/28/19 12:05,4/28/19 12:08,0,93.183.224.117,100,127,1,4/28/19 12:08,R_6DxYHeeClul8qXv,,,,,49.06799316,33.4203949,anonymous,EN,0,0,15.007,0,28,5,7,5,6,6,7,7,6,N/A,6,7,7,5,6,31,1,1,,,,,,,,1,1
4/28/19 12:07,4/28/19 12:08,0,209.182.217.69,100,72,1,4/28/19 12:08,R_3Rsbw2xRmeTN16D,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,12.106,0,74,4,6,5,5,3,4,5,4,one photo,6,5,6,6,6,25,2,,,,1,,,,,0,1
4/28/19 12:01,4/28/19 12:08,0,196.19.157.76,100,423,1,4/28/19 12:08,R_Om6pzQXlSiil78t,,,,,39.09970093,-94.57859802,anonymous,EN,0,0,15.008,0,25,7,5,5,7,6,6,7,7,nice person,6,7,7,5,5,28,1,1,,,,,,,,0,0
4/28/19 12:06,4/28/19 12:08,0,146.71.77.192,100,115,1,4/28/19 12:08,R_T8a2dwuGgoPxfVL,,,,,34.19790649,-118.5371017,anonymous,EN,0,0,15.107,0,25,7,7,7,7,7,7,7,7,nice,6,6,6,6,6,25,2,,,,1,,,,,0,1
4/28/19 12:06,4/28/19 12:08,0,173.28.111.60,100,121,1,4/28/19 12:08,R_3Gljz3XKKNndGwF,,,,,41.12249756,-88.83070374,anonymous,EN,0,0,15.007,0,27,2,5,6,6,3,5,6,3,He seemed a little weird,2,2,1,6,7,29,1,1,,,,,,,,0,1
4/28/19 12:08,4/28/19 12:09,0,65.96.120.195,100,59,1,4/28/19 12:09,R_VQYM2cftESaxnb3,,,,,41.68670654,-72.790802,anonymous,EN,3.459,9.62,15.154,3,26,5,4,3,3,4,3,4,4,Average white guy,4,5,4,4,4,22,1,,,,1,,,,,0,1
4/28/19 12:08,4/28/19 12:09,0,174.193.159.34,100,62,1,4/28/19 12:09,R_3CBeaXoLfDXIHta,,,,,35.21369934,-81.12200165,anonymous,EN,0.925,6.051,11.043,5,28,3,4,6,7,5,4,5,5,No w,5,4,3,7,6,29,2,1,,,,,,,,0,0
4/28/19 12:07,4/28/19 12:09,0,68.41.229.67,100,124,1,4/28/19 12:09,R_ApyRNhrrCcuPx8B,,,,,42.92849731,-83.6332016,anonymous,EN,7.474,7.474,15.025,1,27,6,5,6,7,4,4,6,6,Happy,5,5,4,3,5,31,2,1,,,,,,,,1,0
4/28/19 12:07,4/28/19 12:09,0,97.120.23.18,100,105,1,4/28/19 12:09,R_aVStO2yVxXe0n7j,,,,,45.56530762,-122.6447983,anonymous,EN,0,0,15.108,0,25,4,3,3,5,3,3,5,3,fratty,5,5,3,3,4,39,1,1,,,,,,,,0,1
4/28/19 12:06,4/28/19 12:09,0,196.17.250.101,100,170,1,4/28/19 12:09,R_3KBM8acAcuBmogQ,,,,,39.09970093,-94.57859802,anonymous,EN,0,0,15.091,0,30,7,6,2,5,2,5,2,6,he is smile beautiful,6,3,6,6,5,54,2,1,,,,,,,,1,1
4/28/19 12:07,4/28/19 12:09,0,72.190.169.179,100,126,1,4/28/19 12:09,R_1g89A86QvmygzeT,,,,,29.55839539,-98.74349976,anonymous,EN,0,0,13.757,0,28,4,4,5,6,4,5,6,5,Goofy photo,1,5,4,6,5,25,1,1,,,,,,,,1,0
4/28/19 12:08,4/28/19 12:09,0,47.232.243.198,100,75,1,4/28/19 12:09,R_83cA6hfqCwjg1ln,,,,,34.13789368,-118.259903,anonymous,EN,0.461,0.461,15.007,1,24,5,5,6,6,5,5,6,6,They seemed like they may be gay. ,6,6,6,6,5,29,2,1,,,,,,,,0,1
4/28/19 12:03,4/28/19 12:09,0,174.17.73.117,100,395,1,4/28/19 12:09,R_1lsEzgMydbstquW,,,,,33.39079285,-111.9184036,anonymous,EN,4.987,4.987,15.013,1,29,4,4,4,4,4,4,4,4,He appeared to be happy or in a good mood.,4,4,4,4,4,25,1,1,,,,,,,,1,0
4/28/19 12:07,4/28/19 12:10,0,174.101.89.160,100,173,1,4/28/19 12:10,R_1N9QdkkjPtMWqoq,,,,,39.93659973,-83.18379974,anonymous,EN,0,0,13.587,0,27,5,4,5,6,4,5,7,4,"He looks very outgoing and enthusiastic, probably talks a lot and knows a lot of people but isn't a very hard worker as he probably socializes more than works at his job.",5,3,2,6,5,37,2,1,,,,,,,,1,0
4/28/19 12:08,4/28/19 12:10,0,68.38.239.206,100,125,1,4/28/19 12:10,R_WfGcHOpV29dN3K9,,,,,40.06170654,-86.05549622,anonymous,EN,4.716,4.716,15.108,1,33,6,6,6,7,5,5,7,6,seems very nice and warm,6,6,6,6,5,33,2,1,,,,,,,,1,0
4/28/19 12:08,4/28/19 12:10,0,99.173.132.203,100,107,1,4/28/19 12:10,R_1JIxzoybolk8VFd,,,,,35.91529846,-79.03859711,anonymous,EN,0,0,15.112,0,24,3,5,6,6,6,5,6,5,goofy and happy,6,6,5,4,3,28,2,1,,,,,,,,1,0
4/28/19 12:08,4/28/19 12:10,0,74.104.191.22,100,95,1,4/28/19 12:10,R_1r1YbYCZg5rXurm,,,,,42.58189392,-71.09470367,anonymous,EN,0,0,15.022,0,28,5,4,6,6,4,4,6,4,happy friendly person,5,5,4,3,4,46,2,1,,,,,,,,0,1
4/28/19 12:08,4/28/19 12:10,0,73.11.165.26,100,160,1,4/28/19 12:10,R_3DuoUBaNrtPpQvi,,,,,47.72290039,-122.1960983,anonymous,EN,5.496,7.045,15.013,3,24,5,4,6,6,5,5,5,6,He was interested,6,6,6,5,6,26,1,1,,,,,,,,1,1
4/28/19 12:09,4/28/19 12:10,0,172.56.10.69,100,101,1,4/28/19 12:10,R_2RPqcujfkpYE9gt,,,,,42.39590454,-83.14109802,anonymous,EN,0,0,11.694,0,25,3,3,4,4,4,4,4,4,Seemed happy ,6,6,6,7,7,38,2,,1,,,,,,,0,1
4/28/19 12:08,4/28/19 12:11,0,73.36.37.162,100,131,1,4/28/19 12:11,R_27WqRcpSL2I6tc0,,,,,41.46150208,-88.2786026,anonymous,EN,0,0,15.007,0,30,4,6,6,5,6,6,5,5,He looked like a happy individual.,6,6,5,5,5,30,1,1,,,,,,,,0,1
4/28/19 12:08,4/28/19 12:11,0,99.183.225.148,100,127,1,4/28/19 12:11,R_BX1fx0Pp7yoUzS1,,,,,42.55799866,-82.9980011,anonymous,EN,7.268,11.046,11.966,2,23,5,5,6,6,5,5,7,5,Happy,5,4,4,3,4,53,2,1,,,,,,,,1,0
4/28/19 12:09,4/28/19 12:11,0,99.168.122.72,100,122,1,4/28/19 12:11,R_u9esaRfcihkQDw5,,,,,28.54640198,-81.25849915,anonymous,EN,0,0,15.024,0,36,3,5,7,7,4,4,7,6,funny looking,6,6,6,6,4,49,1,1,,,,,,,,1,0
4/28/19 12:10,4/28/19 12:11,0,75.120.1.248,100,101,1,4/28/19 12:11,R_24pbbmAQV7dLb64,,,,,33.52960205,-86.30069733,anonymous,EN,0,0,15.008,0,24,4,5,5,6,4,4,6,5,Looked like a college student,4,4,4,5,6,21,2,1,,,,,,,,0,1
4/28/19 12:10,4/28/19 12:11,0,24.96.234.72,100,93,1,4/28/19 12:11,R_3CGUNJnOUdXZ7IC,,,,,28.03030396,-82.78160095,anonymous,EN,0,0,15.106,0,26,5,4,5,6,4,4,5,5,"outgoing, fun",5,5,4,4,5,43,2,1,1,,,,,,,1,0
4/28/19 12:10,4/28/19 12:12,0,114.134.184.233,100,79,1,4/28/19 12:12,R_2yqR81c5RhwALxq,,,,,11.55830383,104.9121094,anonymous,EN,3.35,3.35,15.128,1,31,5,4,5,5,4,4,5,4,none,2,3,3,5,4,37,1,1,,,,,,,,1,1
4/28/19 12:10,4/28/19 12:12,0,74.65.52.160,100,126,1,4/28/19 12:12,R_1mk0KCfn6PwxhAH,,,,,43.23980713,-78.20680237,anonymous,EN,0,0,15.008,0,22,5,5,7,7,6,5,6,6,He just looks like a happy person that loves life.,7,6,5,5,5,49,1,1,,,,,,,,0,0
4/28/19 12:11,4/28/19 12:13,0,104.220.36.25,100,151,1,4/28/19 12:13,R_3NUpIY1GCDdcI3A,,,,,37.91819763,-122.071701,anonymous,EN,0,0,12.713,0,21,5,5,6,6,5,4,6,5,He seemed to have a good disposition. There was a sparkle in his eye. ,5,6,3,4,4,76,1,1,,,,,,,,0,1
4/28/19 12:11,4/28/19 12:13,0,146.71.76.70,100,171,1,4/28/19 12:13,R_6mvq1shISSZ12wh,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,15.011,0,27,7,7,7,7,7,7,7,7,nice,6,6,6,6,6,25,2,,,,1,,,,,1,0
4/28/19 12:12,4/28/19 12:14,0,24.117.13.131,100,109,1,4/28/19 12:14,R_3D0G3nzzQffkVgI,,,,,44.04159546,-116.978302,anonymous,EN,0,0,11.769,0,29,3,3,3,4,3,3,4,4,I thought he looked like seth rogen,3,3,3,5,5,33,1,,,1,,,,,,1,1
4/28/19 12:11,4/28/19 12:14,0,107.172.249.171,100,161,1,4/28/19 12:14,R_2Y49Htqq0uXuIul,,,,,39.59289551,-75.65149689,anonymous,EN,0,0,12.633,0,39,3,4,4,5,5,3,3,5,He just wear specs in that photo and also he was smiling.,3,4,5,3,4,24,1,1,,,,,,,,0,1
4/28/19 12:10,4/28/19 12:14,0,146.71.76.13,100,233,1,4/28/19 12:14,R_XIgD2M5VdiPdtf3,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,15.015,0,40,4,6,6,5,6,5,6,5,Handsome,5,6,5,5,6,25,2,,,,1,,,,,0,1
4/28/19 12:12,4/28/19 12:14,0,75.186.5.239,100,123,1,4/28/19 12:14,R_30xfGBix8QYMHho,,,,,39.8769989,-84.33190155,anonymous,EN,0,0,11.566,0,32,5,5,7,7,5,7,5,7,He's very handsome and probably super fun to be around.,7,7,6,7,7,30,2,1,,,,,,,,1,1
4/28/19 12:11,4/28/19 12:15,0,146.71.77.78,100,216,1,4/28/19 12:15,R_299MOAH9GKEPBqq,,,,,34.19790649,-118.5371017,anonymous,EN,0,0,15.007,0,31,5,6,6,7,5,6,6,6,he is looking very smart,6,5,6,7,6,24,2,1,,,,,,,,1,0
4/28/19 12:13,4/28/19 12:15,0,172.113.244.96,100,132,1,4/28/19 12:15,R_3hiQGc47aqa68ak,,,,,34.06480408,-118.4413986,anonymous,EN,0,0,15.208,0,28,4,4,5,6,5,5,6,6,"He seems to be extremely happy in the photo. I would gather he comes from a loving, well-off family.  Likely a college graduate and has a decent job.",5,5,4,5,5,44,1,1,,,,,,,,1,0
4/28/19 12:13,4/28/19 12:15,0,73.209.53.82,100,122,1,4/28/19 12:15,R_2sWTxOTH8DEJHSu,,,,,42.04690552,-88.10510254,anonymous,EN,0,0,13.314,0,40,3,5,5,5,4,5,5,5,none,6,6,4,5,4,45,2,1,,,,,,,,0,1
4/28/19 12:12,4/28/19 12:16,0,71.235.67.167,100,244,1,4/28/19 12:16,R_2U9ggtshWuVo7x0,,,,,41.831604,-72.72489929,anonymous,EN,0,0,11.777,0,30,4,4,4,7,4,4,7,4,I thought that the individual appears to have  a great sense of humor,4,5,4,5,5,52,1,,1,,,,,,,0,0
4/28/19 12:11,4/28/19 12:16,0,35.143.139.93,100,316,1,4/28/19 12:16,R_2Yysz0nkGLOO6JK,,,,,27.80439758,-82.27590179,anonymous,EN,5.504,5.504,13.103,1,28,3,4,4,4,4,4,5,4,Seems like a laid back kind of person.,5,5,4,4,4,41,2,,,,1,,,,,1,0
4/28/19 12:14,4/28/19 12:16,0,72.12.208.69,100,129,1,4/28/19 12:16,R_3NwWP8czLRQHtSP,,,,,40.42759705,-86.87349701,anonymous,EN,0,0,15.109,0,34,5,5,5,5,5,5,5,5,He looked a fun person.,5,5,3,5,3,37,2,,,,1,,,,,1,1
4/28/19 12:15,4/28/19 12:17,0,209.182.218.71,100,103,1,4/28/19 12:17,R_29n7MHn1ZubDd7U,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,15.006,0,41,5,6,5,6,5,6,5,6,Smiling face,5,6,5,6,5,26,2,,,,1,,,,,0,0
4/28/19 12:16,4/28/19 12:18,0,75.105.72.242,100,102,1,4/28/19 12:18,R_2zuwOytsMcSnxbe,,,,,28.75250244,-97.03379822,anonymous,EN,0,0,13.227,0,31,3,4,4,5,4,4,4,4,He seemed like he had a big smile or he was laughing at something. ,5,5,4,4,5,34,1,1,,,,,,,,0,1
4/28/19 12:16,4/28/19 12:18,0,196.17.64.77,100,143,1,4/28/19 12:18,R_22m2ZJTysAsDRak,,,,,34.05439758,-118.2440033,anonymous,EN,0,0,12.764,0,70,5,5,3,6,5,6,6,4,nothing,6,5,3,5,3,30,2,1,,,,,,,,1,0
4/28/19 12:12,4/28/19 12:18,0,99.150.227.99,100,369,1,4/28/19 12:18,R_2v2o6RNyIIdaxzZ,,,,,35.76139832,-78.60150146,anonymous,EN,1.401,1.401,15.013,1,30,5,5,6,6,6,6,6,6,HE HAD A SMILE THAT MAKES HIM LOOK TRUSTWORTHY,6,6,6,7,6,41,1,1,,,,,,,,0,0
4/28/19 12:18,4/28/19 12:19,0,24.17.34.163,100,70,1,4/28/19 12:19,R_2xWsR6EOU9tfaOO,,,,,47.39570618,-122.3036041,anonymous,EN,0,0,11.516,0,24,5,4,5,5,5,4,4,4,I like the glasses.,4,4,4,5,5,29,1,1,,,,,,,,1,1
4/28/19 12:18,4/28/19 12:19,0,73.189.99.27,100,79,1,4/28/19 12:19,R_3EEbXeBh3QVUAZz,,,,,37.79060364,-122.2411957,anonymous,EN,11.584,11.584,11.892,1,22,1,1,1,1,1,1,1,1,He looks like a person.,4,4,4,4,4,32,2,,,,,1,,,,1,0
4/28/19 12:17,4/28/19 12:20,0,68.103.189.34,100,149,1,4/28/19 12:20,R_2XaPwUrhbwyJOev,,,,,39.02990723,-96.83959961,anonymous,EN,0,0,15.01,0,30,5,5,5,6,6,6,6,6,He looks tiered and the smile seemed a little forced not genuine.,6,6,6,6,6,31,2,1,,,,,,,,0,0
4/28/19 12:19,4/28/19 12:20,0,70.160.245.27,100,88,1,4/28/19 12:20,R_UucmwO3Yfz0hrpf,,,,,37.31970215,-76.76249695,anonymous,EN,0,0,15.107,0,27,2,6,7,7,6,5,4,5,Goofy,5,4,5,5,5,34,1,1,,,,,,,,0,1
4/28/19 12:20,4/28/19 12:21,0,162.220.151.109,100,79,1,4/28/19 12:21,R_zS8BF5KmimKnfdn,,,,,31.72160339,-110.058403,anonymous,EN,0.6,0.6,11.682,1,22,6,6,6,7,6,6,7,6,He looked like he would be fun to be around,6,6,4,5,5,30,2,1,,,,,,,,0,0
4/28/19 12:20,4/28/19 12:22,0,209.182.216.218,100,109,1,4/28/19 12:22,R_3KVk149XXz5ddfF,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,14.395,0,33,5,6,5,6,7,7,6,6,he is looking smart,6,6,7,6,7,24,2,1,,,,,,,,1,1
4/28/19 12:21,4/28/19 12:22,0,67.2.42.247,100,65,1,4/28/19 12:22,R_CaiYJfjiopBv1Wp,,,,,40.70370483,-111.8094025,anonymous,EN,0,0,15.083,0,26,6,6,7,7,6,6,7,6,Seems like a nice guy,5,6,5,5,6,38,1,1,,,,,,,,1,0
4/28/19 12:21,4/28/19 12:23,0,71.76.0.71,100,117,1,4/28/19 12:23,R_50GESWLNn2XjKLL,,,,,33.91329956,-80.35870361,anonymous,EN,0,0,15.008,0,33,6,6,6,6,5,5,6,6,i like the glasses and smile. He had kind eyes,6,6,6,4,5,61,1,1,,,,,,,,1,1
4/28/19 12:21,4/28/19 12:23,0,24.140.120.31,100,144,1,4/28/19 12:23,R_OyghlLXPogbf1aV,,,,,40.81159973,-81.49729919,anonymous,EN,0,0,15.008,0,28,5,5,7,7,5,5,6,6,none,7,7,7,6,7,27,1,,1,,,,,,,0,0
4/28/19 12:22,4/28/19 12:23,0,108.195.180.216,100,113,1,4/28/19 12:24,R_QnNPCG5mdNv8oBX,,,,,30.41319275,-87.313797,anonymous,EN,0,0,15.119,0,20,6,5,6,6,4,5,6,5,goofy hair,5,5,4,5,5,50,1,1,,,,,,,,0,0
4/28/19 12:21,4/28/19 12:24,0,173.171.151.219,100,140,1,4/28/19 12:24,R_RwA5zymjNoWYuPf,,,,,28.47970581,-82.55619812,anonymous,EN,1.433,5.818,13.158,3,43,6,7,7,7,6,7,7,7,He looks very smart.,7,7,7,7,7,38,2,1,,,,,,,,0,1
4/28/19 12:23,4/28/19 12:24,0,74.65.125.188,100,78,1,4/28/19 12:24,R_2fdiIojULN9VSkz,,,,,42.34370422,-76.83959961,anonymous,EN,8.586,8.586,10.872,1,24,1,1,7,6,2,5,3,4,He looks like Seth Rogen.,2,3,1,5,5,25,1,,,,,,1,Latino,,1,1
4/28/19 12:23,4/28/19 12:24,0,71.183.48.33,100,66,1,4/28/19 12:24,R_26hFDNTwk1CQWsZ,,,,,40.57389832,-73.84100342,anonymous,EN,0,0,10.979,0,24,5,4,6,6,3,5,6,5,I thought he looked confident and happy in that photo,5,6,5,4,5,23,1,,,,1,,,,,0,0
4/28/19 12:23,4/28/19 12:25,0,208.102.68.165,100,127,1,4/28/19 12:25,R_1FrfpwQ1aZdTp1x,,,,,39.40249634,-84.52200317,anonymous,EN,11.555,11.555,15.014,1,25,3,5,6,6,4,4,4,5,I have nothing to add. ,5,5,3,3,5,42,2,1,,,,,,,,0,1
4/28/19 12:22,4/28/19 12:25,0,68.100.238.115,100,136,1,4/28/19 12:25,R_C7gwOcwhWoD5hZf,,,,,38.78179932,-77.38179779,anonymous,EN,0,0,11.017,0,25,5,6,5,6,5,5,6,5,"Overall, my first impression of this person is good. He looks like a cool guy.",6,6,5,5,5,29,1,1,,,,,,,,1,0
4/28/19 12:23,4/28/19 12:25,0,98.167.4.179,100,110,1,4/28/19 12:25,R_2ByXPM7RlO5bZp3,,,,,36.01190186,-115.0432968,anonymous,EN,0,0,12.818,0,19,4,5,3,6,5,5,7,2,His hairstyle indicated he wanted people to pay attention to him.  His large smile seemed very gregarious.,6,6,3,6,5,51,1,1,,,,,,,,0,1
4/28/19 12:23,4/28/19 12:25,0,159.117.176.189,100,100,1,4/28/19 12:25,R_2SvEh77PGolr6wc,,,,,33.71960449,-78.97540283,anonymous,EN,0,0,12.697,0,23,4,5,7,7,5,5,7,6,"Seems like a nice, pleasant college kid/young adult.",7,7,5,5,6,55,2,1,,,,,,,,0,0
4/28/19 12:24,4/28/19 12:25,0,104.5.188.224,100,69,1,4/28/19 12:25,R_OJMSHFlFwDBQjYZ,,,,,30.66969299,-81.46260071,anonymous,EN,0,0,11.556,0,29,6,7,7,7,6,6,7,7,"He seems like a very happy, nice person.",7,7,6,5,5,38,2,1,,,,,,,,1,1
4/28/19 12:23,4/28/19 12:25,0,96.33.69.139,100,142,1,4/28/19 12:25,R_3qgnuQac33pkJNM,,,,,34.89660645,-82.26889801,anonymous,EN,9.278,9.278,15.014,1,38,2,5,5,6,4,4,6,5,He needs to shave and his haircut does not match the shape of his face. He also appears to not get enough sleep. ,5,3,2,5,6,42,1,1,,,,,,,,1,0
4/28/19 12:23,4/28/19 12:26,0,45.61.48.234,100,192,1,4/28/19 12:26,R_2TNrAGtWLsF4JVp,,,,,37.75100708,-97.8219986,anonymous,EN,0,0,15.107,0,69,5,5,7,5,4,6,7,6,"This person was very intelligent,kinded,trustful and attractive person",6,7,6,6,7,25,2,,,,1,,,,,1,1
4/28/19 12:24,4/28/19 12:26,0,32.211.159.33,100,125,1,4/28/19 12:26,R_1BRtkHnb4FJ0YyF,,,,,41.71490479,-72.21340179,anonymous,EN,15.062,15.062,15.113,1,33,2,4,4,5,4,4,4,5,The smile made him appear friendly.,4,4,4,5,5,47,2,,1,,,,,,,1,1
4/28/19 12:20,4/28/19 12:26,0,24.229.183.111,100,354,1,4/28/19 12:26,R_32LwSQLangE3dwL,,,,,40.65679932,-75.3911972,anonymous,EN,2.435,8.492,15.047,2,24,4,3,5,5,4,4,5,4,Regular person,4,5,4,4,4,31,1,,,,1,,,,,0,0
4/28/19 12:26,4/28/19 12:27,0,129.174.182.35,100,66,1,4/28/19 12:27,R_RCfm2ZJ06fWndzH,,,,,38.84759521,-77.32810211,anonymous,EN,0,0,13.367,0,24,3,5,5,5,3,4,4,4,Awkward smile,4,4,4,4,4,18,1,1,,,,,,,,0,0
4/28/19 12:26,4/28/19 12:27,0,74.243.188.32,100,103,1,4/28/19 12:27,R_3CVE0GkuJ38qmYK,,,,,35.35960388,-82.4265976,anonymous,EN,3.34,9.321,11.9,2,25,4,5,5,6,5,4,5,4,none,3,3,2,4,5,70,1,1,,,,,,,,1,1
4/28/19 12:25,4/28/19 12:28,0,73.73.216.186,100,161,1,4/28/19 12:28,R_2TH0kXkVwg9tqeS,,,,,41.79200745,-88.16600037,anonymous,EN,5.468,6.944,15.14,2,25,7,7,7,7,7,7,7,7,The person looks really happy and easy-going.,7,7,6,6,5,45,2,,,,1,,,,,1,1
4/28/19 12:26,4/28/19 12:28,0,108.88.254.134,100,111,1,4/28/19 12:28,R_CmlnGALSOvrhWrD,,,,,32.85940552,-90.40309906,anonymous,EN,0,0,11.688,0,1,5,4,4,4,4,4,5,4,"He seemed to be a nice person who may be kind, intelligent, etc., but looks can be deceiving.",4,4,4,6,6,53,1,,1,,,,,,,0,0
4/28/19 12:26,4/28/19 12:28,0,108.64.192.39,100,163,1,4/28/19 12:28,R_RxlJeA0hQC5g4rT,,,,,32.85450745,-97.1359024,anonymous,EN,0,0,15.01,0,24,5,4,4,5,4,4,4,4,"Just that of a smiling young person, I can't tell much about a person just looking at a picture",4,4,4,2,3,60,2,1,,,,,,,,1,0
4/28/19 12:26,4/28/19 12:28,0,24.198.202.224,100,145,1,4/28/19 12:28,R_31A5XATESdrCl4I,,,,,42.07290649,-76.80370331,anonymous,EN,5.774,5.774,15.008,1,20,5,4,6,7,6,5,5,5,"He looked like a genuinely good guy. He had an easy smile, very open. His eyes smiled as well. ",5,6,5,6,6,53,2,1,,,,,,,,0,0
4/28/19 12:25,4/28/19 12:28,0,196.17.251.228,100,206,1,4/28/19 12:28,R_1Qh1BfawLNkSLkR,,,,,39.09970093,-94.57859802,anonymous,EN,0,0,15.008,0,45,4,5,6,6,5,5,5,5,Some not attractive ,3,4,4,5,4,30,2,1,,,,,,,,0,0
4/28/19 12:17,4/28/19 12:29,0,174.99.117.195,100,680,1,4/28/19 12:29,R_22ztHrQPxjh781o,,,,,35.89639282,-78.71150208,anonymous,EN,0,0,15.155,0,30,4,4,6,6,5,4,6,6,none,3,3,3,5,4,44,2,,1,,,,,,,0,0
4/28/19 12:27,4/28/19 12:29,0,99.203.120.78,100,97,1,4/28/19 12:29,R_3m8BBwgrgzbyqgP,,,,,42.39120483,-71.08820343,anonymous,EN,0,0,13.184,0,21,4,5,6,6,5,5,4,5,None,5,3,3,5,5,27,2,1,,,,,,,,1,1
